,title,year,kind,genre,rating,vote,country,language,cast,director,writer,runtime
492,Nausicaä of the Valley of the Wind,1984.0,movie,"['Animation', 'Adventure', 'Fantasy', 'Sci-Fi']",8.1,159751.0,['Japan'],['Japanese'],"['Sumi Shimamoto', 'Mahito Tsujimura', 'Hisako Kyôda', 'Gorô Naya', 'Ichirô Nagai', 'Kôhei Miyauchi', 'Jôji Yanami', 'Minoru Yada', 'Rihoko Yoshida', 'Masako Sugaya', 'Takako Sasuga', 'Chika Sakamoto', 'Tarako', 'Yôji Matsuda', 'Mîna Tominaga', 'Mugihito', 'Akiko Tsuboi', 'Yoshiko Sakakibara', 'Iemasa Kayumi', 'Tetsuo Mizutori', 'Takeki Nakamura', 'Takako Ôta', 'Bin Shimada', 'Shinji Nomura', 'Hisako Ayuhara', 'Hôchû Ôtsuka', 'Alison Lohman', 'Patrick Stewart', 'Uma Thurman', 'Chris Sarandon', 'Shia LaBeouf', 'Edward James Olmos', 'Mark Hamill', 'Jeff Bennett', 'Tress MacNeille', 'Tony Jay', 'Jodi Benson', 'Mark Silverman', 'James Arnold Taylor', 'Frank Welker', 'Newell Alexander', 'Rosemary Alexander', 'Tom Amundsen', 'Steve Apostolina', 'Mitch Carter', 'Robert Clotworthy', 'David Cowgill', 'Wendy Cutler', 'Ike Eisenmann', 'Jean Gilpin', 'Nicholas Guest', 'Bridget Hoffman', 'Sherry Hursey', 'Rif Hutton', 'Edie Mirman', 'Richard Miro', 'Peter Renaday', 'Lynnanne Zager', 'Emily Bauer', 'Paul Butcher', 'Ashley Edner', 'Glüme Harlow', 'Ashley Rose', 'Jordan Del Spina', 'Aimee Roldan', 'Grace Rolek', 'Ross Simanteris', 'Jimmy Keegan', 'Mona Marshall', 'Alvy Moore', 'Patricia Parris', 'Ken Sansom', 'John Schwab', 'Hal Smith', 'Dee Bradley Baker', 'Bettina Bush', 'Cam Clarke', 'Peter Cullen', 'Susan Davis', 'Linda Gary', 'Doris Hess', 'Russell Johnson', 'Daamen J. Krall', 'David McCharen', 'Jan Rabson', 'Marilyn Schreffler', 'Ginny Taylor', 'B.J. Ward', 'Jeff Winkless']",['Hayao Miyazaki'],"['Hayao Miyazaki', 'Hayao Miyazaki', 'Cindy Davis']",60.0
493,Zhou Yu's Train,2002.0,movie,"['Drama', 'Romance']",6.5,1511.0,"['China', 'Hong Kong']",['Mandarin'],"['Gong Li', 'Tony Ka Fai Leung', 'Honglei Sun', 'Zhixiong Li', 'Yuelin Shi', 'Yanhui Wang', 'Heng Zhang', 'Zhou Sun']",['Zhou Sun'],"['Cun Bei', 'Zhou Sun', 'Mei Zhang']",93.0
494,The Lady and the Highwayman,1988.0,tv movie,"['Adventure', 'Drama', 'History', 'Romance']",5.7,1130.0,"['United Kingdom', 'Italy']",['English'],"['Emma Samms', 'Oliver Reed', 'Claire Bloom', 'Christopher Cazenove', 'Lysette Anthony', 'Hugh Grant', 'Michael York', 'John Mills', 'Ian Bannen', 'Robert Morley', 'Bernard Miles', 'Gordon Jackson', 'Gareth Hunt', 'Steffanie Pitt', 'Floyd Bevan', 'Wayne Michaels', 'Lamya Derval', 'Forbes Collins', 'Liz Fraser', 'James Booth', 'Tommy Duggan', 'John Baskcomb', 'Greg Powell', 'Preston Lockwood', 'Stephan Chase', 'Julia Verdin', 'Lea Rochelle', 'Dorothy Lawrence', 'Jennifer Croxton', 'Tricia Ford', 'Roy Boyd', 'Kenneth Gilbert', 'Jeffery Dench', 'Christopher Robbie', 'Terence Plummer', 'Adam Whyte', 'Derek Pykett', 'Glenn Webster']",['John Hough'],"['Barbara Cartland', 'Terence Feely']",91.0
495,Stakes,2002.0,video movie,"['Action', 'Horror']",3.0,157.0,['United States'],['English'],"['Jamie Bell', 'George Stover', 'Steven King', 'Erin J. Corsair', 'Ashira Zimra', 'Leanna Chamish', 'John Michaelson', 'Syn DeVil', 'James J. Waltz', 'Darla Albornoz', 'Wayne Althoff', 'Steve Backus', 'Glenn Barnes', 'Jerry A. Bazensky', 'Frederick E. Bouchat', 'Mike Carrico', 'Deborah Claridge', 'Frank P. Claridge', 'Michael J. Covahey', 'Donna DeVilbiss', 'Richard Dyszel', 'Carl Ellison', 'Chelsea Leigh Ernst', 'Jason C. Evans', 'Anne Frith', ""Bryan 'Buck' Glinski"", 'Joe Gurrieri', 'Nathaniel Heyward', 'Bob Hughes', 'Melanie Johnson', 'Kathy Jones', 'Leslie McCarter', 'Melanie Nichols', 'Ted Pavlos', 'Akila Pearson', 'Heather Placek', 'Chris Puls', ""Ryan 'JR' Quinn"", 'Greg Redmer', 'Steve Redmer', 'Joe Ripple', 'Leo Rogstad', 'Richard Ruxton', 'Micci L. Sampery', 'Michelle Mary Schaefer', 'Jamie Smith', 'Daniel J. Snyder', 'Dave Svhdla', 'Nathalie Taborda', 'Naomi Taffet', 'Joe Travagline', 'Katie Whicker', 'Christie Wood', 'Jim Wood']",['Joe Ripple'],"['Don Dohler', 'Joe Ripple']",117.0
496,Rules: Pyaar Ka Superhit Formula,2003.0,movie,"['Comedy', 'Romance']",6.4,322.0,['India'],['Hindi'],"['Tanuja', 'Milind Soman', 'Meera Vasudevan', 'Namrata Barua', 'Raj Zutshi', 'Manish Chaudhari', 'Mandeep Bevli', 'Mandeep Devli', 'Vicky Ahuja', 'Kishore Pradhan', 'Bipasha Basu', 'Rajkumar Kanojia']",['Parvati Balagopalan'],"['Urmi Juvekar', 'Ajitabh Menon', 'Ajitabh Menon']",99.98411297440424
497,The Death of the Incredible Hulk,1990.0,tv movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",5.8,2301.0,['United States'],['English'],"['Bill Bixby', 'Lou Ferrigno', 'Elizabeth Gracen', 'Philip Sterling', 'Barbara Tarbuck', 'Anna Katarina', 'John Novak', 'Andreas Katsulas', 'Chilton Crane', 'Carla Ferrigno', 'Duncan Fraser', 'Dwight McFee', 'Lindsay Bourne', 'Mina E. Mina', ""Marlane O'Brien"", 'Garwin Sanford', 'Justin DiPego', 'Fred Henderson', 'Judith Maxie', 'French Tickner', 'Wesley Young', 'Brian Knox McGugan', 'Susan Sullivan', 'Sonny Surowiec']",['Bill Bixby'],['Gerald Di Pego'],90.0
498,9 to 5,1980.0,movie,['Comedy'],6.9,30382.0,['United States'],"['English', 'French']","['Jane Fonda', 'Lily Tomlin', 'Dolly Parton', 'Dabney Coleman', 'Sterling Hayden', 'Elizabeth Wilson', 'Henry Jones', 'Lawrence Pressman', 'Marian Mercer', 'Renn Woods', 'Norma Donaldson', 'Roxanna Bonilla-Giannini', 'Peggy Pope', 'Richard Stahl', 'Ray Vitte', 'Edward Marshall', 'Alan Haufrect', 'Earl Boen', 'Jeffrey Douglas Thomas', 'Tom Tarpey', 'Michael DeLano', 'Barbara Bernstein', 'David Price', 'Gavin Mooney', 'Peter Hobbs', 'Terrence E. McNally', 'Esther Sutherland', 'Helene Heigh', 'Vicki Belmonte', 'Jerrold Ziman', 'Jessica Badovinac', 'Eric Mansker', 'Shirley Anthony', 'Michael Hehr', 'Gary Bisig', 'Brad David', 'Terry Jackson House', ""Raymond O'Keefe"", 'Vanna Salviati', 'Elisabeth Fraser', 'Les Jankey', 'Berniece Janssen', 'Mark Rodney', 'Kopi Sotiropulos']",['Colin Higgins'],"['Patricia Resnick', 'Colin Higgins', 'Patricia Resnick']",105.0
499,Hearst Castle: Building the Dream,1996.0,movie,"['Documentary', 'Short']",6.4,82.0,['United States'],['English'],"['Ralph Chelli', 'Lydia Hearst', 'Ricky Mabe', 'Patricia Rodriguez', 'Karen Teliha', 'Vanesa Tomasino', 'Don Yanan']",['Bruce Neibaur'],['Bruce Neibaur'],92.0
500,Schlock! the Secret History of American Movies,2001.0,movie,['Documentary'],7.1,556.0,['United States'],['English'],"['Maila Nurmi', 'Doris Wishman', 'Ray Greene', 'Dick Miller', 'Roger Corman', 'Samuel Z. Arkoff', 'Peter Bogdanovich', 'Forrest J. Ackerman', 'David F. Friedman', 'Harry H. Novak', 'F.X. Feeney', 'Joseph McBride', 'Michael Copner', 'Michael J. Bowen', 'Herschell Gordon Lewis', 'Russ Meyer', 'Kroger Babb', 'James H. Nicholson', 'Gene Corman', 'Pat Barrington', 'Herk Harvey', 'Candace Hilligoss', 'Adolf Hitler', 'Boris Karloff', 'John F. Kennedy', 'Robert F. Kennedy', 'Martin Luther King', 'Benito Mussolini', 'Jack Nicholson', 'Lee Harvey Oswald', 'Elvis Presley']",['Ray Greene'],['Ray Greene'],489.0
501,The Grudge,2004.0,movie,"['Horror', 'Mystery', 'Thriller']",5.9,141653.0,"['United States', 'Japan']","['English', 'Japanese']","['Sarah Michelle Gellar', 'Jason Behr', 'William Mapother', 'Clea DuVall', 'KaDee Strickland', 'Grace Zabriskie', 'Bill Pullman', 'Rosa Blasi', 'Ted Raimi', 'Ryo Ishibashi', 'Yôko Maki', 'Yuya Ozeki', 'Takako Fuji', 'Takashi Matsuyama', 'Hiroshi Matsunaga', 'Hajime Okayama', 'Yoshiyuki Morishita', 'Kazuyuki Tsumura', 'Taigi Kobayashi', 'Junko Koizumi', 'Nana Koizumi', 'Yôichi Okamura', 'Eiji Ôki', 'Katsuhiro Oyama', 'Jotaro Kitamura', 'Satoshi Ninomiya', 'Shinji Nomura']",['Takashi Shimizu'],"['Stephen Susco', 'Takashi Shimizu']",86.0
502,She's All That,1999.0,movie,"['Comedy', 'Romance']",5.9,90518.0,['United States'],['English'],"['Freddie Prinze Jr.', 'Rachael Leigh Cook', 'Matthew Lillard', 'Paul Walker', ""Jodi Lyn O'Keefe"", 'Kevin Pollak', 'Anna Paquin', 'Kieran Culkin', 'Elden Henson', 'Usher', ""Lil' Kim"", 'Gabrielle Union', 'Dulé Hill', 'Tamara Mello', 'Clea DuVall', 'Tim Matheson', 'Debbi Morgan', 'Alexis Arquette', 'Dave Buzzotta', 'Chris Owen', 'Charlie Dell', 'Michael Milhoan', 'Carlos Jacott', 'Ashlee Levitch', 'Vanessa Chester', 'Patricia Charbonneau', 'Katharine Towne', 'Wendy Fowler', 'Flex Alexander', 'Robert Baglia', 'Debbie Lee Carrington', 'Clay Rivers', 'Sara Rivas', 'Amon Bourne', 'Takbir Bashir', 'Anthony Rivera', 'Jarrett Lennon', 'Brandon Mychal Smith', 'Milo Ventimiglia', 'Kente Scott', 'Kim Cottom', 'T.J. Espinoza', 'Brian Friedman', 'Tony Fugate', 'Caroline Girvin', 'Alicia Gilley', 'Scott Hislop', 'Jennifer Lee Keyes', 'Richard Kim', 'Stephanie Landwehr', 'Dani Lee', 'Joe Loera', 'Mayah McCoy', 'Ayesha Orange', 'Robert Schultz', 'Josh Seffinger', 'Sarah Christine Smith', 'Christopher Smith', 'Bree Turner', 'Christine Vincent', ""Jerry 'Flo' Randolph"", 'Rakefet Abergel', 'Natalie Abrams', 'Julia Anna Barrios', 'Adena Bjork', 'Richard Chaim', 'James Furlong', 'Sarah Michelle Gellar', 'Sean Michael Guess', 'Andre Harper', 'Levi Holiman', 'James Huffman', 'Guy Kochlani', 'Dimitri Merritt', 'Jody Millard', 'Mike A Nidiffer', 'Click Tha Supah Latin', 'Johnny Torres', 'Rainbow Underhill', 'Christian Vincent', 'Audrey Wasilewski']",['Robert Iscove'],['R. Lee Fleming Jr.'],78.0
503,The Tesseract,2003.0,movie,"['Action', 'Crime', 'Drama', 'Thriller']",5.3,1272.0,"['Japan', 'Thailand', 'United Kingdom']","['English', 'Thai']","['Jonathan Rhys Meyers', 'Saskia Reeves', 'Alexander Rendell', 'Carlo Nanni', 'Lena Christensen', 'Veradis Vinyarath', 'Tunpicha Simasathen', 'Pitakpong Sillapasorn', 'Larkana Vatanawongsiree', 'Somlee Phiboonpun', 'Nimponth Chaisirikul', 'Chalempron Kaprat', 'Wesley Homjan', 'Sorasak Phatumsiri', 'Tawan Nomjun', 'Sahajak Boonthanakit', 'Adihep Shoobuew', 'Chatee Kornkraw', 'Yutapong Kasornbuekaw', 'Anek Intakorn', 'Somchai Subprokorn', 'Yûichirô Tanaka']",['Oxide Chun Pang'],"['Oxide Chun Pang', 'Patrick Neate', 'Alex Garland']",85.0
504,First Option,1996.0,movie,"['Drama', 'Action']",5.8,265.0,['Hong Kong'],"['Cantonese', 'English', 'Thai']","['Michael Wong', 'Gigi Leung', 'Damian Lau', 'Kathy Chow', 'Tak-Kwong Chan', 'Man Biu Lee', 'Kwong-Kim Yip', 'Brian Banowetz', 'Anthony Carpio', 'June Chan', 'Wai-Man Cheuk', 'Alex Cheung', 'Chun Hung Cheung', 'Hung On Cheung', 'Joe Man Kwong Cheung', 'Mo-Chan Chik', 'Mo-Si Chik', 'Wing-Han Choi', 'Winston Ellis', 'Richard Geddes', 'Richard Grosse', 'Sui-Hang Ho', 'Lap-Ming Hung', 'Chi-Wai Kong', 'Jo Kuk', 'Chiu-Yin Lam', 'Michael Lam', 'Roderick Lam', 'Sai-Keung Lam', 'Wai-Kin Lam', 'Albert Lau', 'Tung-Ching Lau', 'Fung Lee', 'Man-Chun Li', 'Jerome Fung Lok-Ban', 'Man-Wai Luk', 'Gary Wing-Lun Mak', 'Steve Nation', 'Lap-Wai Pang', 'Hin-Wa Sung', 'Tak-Cheong Tai', 'Kin-Yung Tsang', 'Wai Yin Tse', 'Ying-Hui Tse', 'John Whitney', 'Bradley Lee Wodiske', 'Chor-Kwan Wong', 'Gregory Wong', 'Yui Sang Wong', 'Wai-Chung Woo', 'Shun-Bing Yau']",['Gordon Chan'],"['Hing-Ka Chan', 'Gordon Chan']",89.0
505,Eloise at the Plaza,2003.0,episode,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",6.5,2054.0,"['United Kingdom', 'United States']",['English'],"['Julie Andrews', 'Jeffrey Tambor', 'Kenneth Welsh', 'Debra Monk', 'Gavin Creel', 'Jonas Chernick', 'Stephanie Anne Mills', 'Eve Crawford', 'Victor A. Young', 'Corinne Conley', 'Christine Baranski', 'Sofia Vassilieva', 'Denis Akiyama', 'Kintaro Akiyama', 'Flossie McKnight', 'Tannis Burnett', 'Peter Keleghan', 'Debra McGrath', 'Julian Richings', 'Cliff Saunders', 'Thomas D. Adelman', 'Jessica Beitchman', 'George Chiang', 'Sergio Di Zio', 'Greg Farkas', 'Donna Feore', 'Rothaford Gray', 'Graham Harley', 'Fionnuala Jamison', 'Jason Jones', 'Hilary Knight', 'Colm Magner', 'Patrick Meehan', 'Gerry Quigley', 'Sol Rosenthal', 'Cara Rubinstein', 'Barnita Domenico-Runnings', 'Tony Sciara', 'Sheree Smith', 'Rob Smith', 'David Sparrow', 'Sam Strasfeld', 'Janet van de Graaf', 'Genelle Williams', 'Jonathan Wilson', 'Danielle Benton', 'Shawn Byfield', 'Marissa Danielle Duricko', 'Andreja Punkris', 'Mike Tracz', 'Jeffery Aro', 'Karen Chorney', 'Brittany Gray', 'David Michie', 'Raymond Miller', 'Jim Tooey']",['Kevin Lima'],"['Kay Thompson', 'Hilary Knight', 'Janet Brownell']",99.98411297440424
506,To Sleep with a Vampire,1992.0,movie,"['Drama', 'Horror', 'Romance', 'Thriller']",5.2,442.0,['United States'],['English'],"['Scott Valentine', 'Charlie Spradling', 'Richard Zobel', 'Ingrid Vold', 'Stephanie Hardy', 'Kristine Rose', 'Cole S. McKay', 'Kurt D. Lott', 'Michael J. Sarna', 'Jose Andrews', 'George Ceres', 'Zachary Browne']",['Adam Friedman'],['Patricia Harrington'],91.0
507,A Lesson Before Dying,1999.0,tv movie,['Drama'],6.7,1038.0,['United States'],['English'],"['Don Cheadle', 'Cicely Tyson', 'Mekhi Phifer', 'Irma P. Hall', 'Brent Jennings', 'Lisa Arrindell', 'Dana Ivey', 'Frank Hoyt Taylor', 'Stuart Culpepper', 'Patty Mack', 'Von Coulter', 'Elijah Kelley', 'Wynton Yates', 'Jameelah Nuriddin', 'Cierra Meche', 'Sonny Shroyer', 'Clay Chappell', 'Sahr Ngaujah', 'David Kote', 'Danny Nelson', 'Walter Breaux Jr.', 'Carol Sutton', 'Julian Dalcour', 'Anthony Michael Frederick', 'Ronald McCall', 'Anthony Bean', 'Larry McDonald', 'Mark Rickard', 'Terence Rosemore']",['Joseph Sargent'],"['Ernest J. Gaines', 'Ann Peacock']",30.0
508,The Mermaids Singing: Part 2,2002.0,episode,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.6,284.0,['United Kingdom'],['English'],"['Robson Green', 'Hermione Norris', 'Tom Chadbon', 'Mark Letheren', 'Alan Stocks', 'Kaye Wragg', 'Elaine Claxton', 'Quill Roberts', 'Philip Whitchurch', 'Mark Bonnar', 'Ben Price', 'Doreene Blackstock', 'Val McDermid', 'Stephen Bent', 'Eric Graves', 'Tom Fisher', 'Richard Frame']",['Andrew Grieve'],"['Patrick Harbinson', 'Val McDermid']",158.0
509,Avalanche,1999.0,movie,"['Action', 'Thriller']",4.1,657.0,['United States'],['English'],"['Thomas Ian Griffith', 'Caroleen Feeney', 'R. Lee Ermey', 'C. Thomas Howell', 'John Ashton', 'Geoffrey Lower', 'Hilary Shepard', 'Gary Kasper', 'Bill Bacon', 'John Jabaley', 'Brett Baker', 'Jeff Babcock', 'Eva Barrington', 'Douglas Fesler', 'Jerry Harper', 'Thomas G. Jacobs', 'Josh Johnson', 'Richard Reichman', 'Paul Schweigert', 'Megyn Shott', 'Aaron Wiseman']",['Steve Kroschel'],"['Lars Guignard', 'Steve Kroschel']",118.0
510,How the West Was Fun,1994.0,tv movie,"['Family', 'Western']",5.0,1818.0,['United States'],['English'],"['Mary-Kate Olsen', 'Ashley Olsen', 'Martin Mull', 'Michele Greene', 'Patrick Cassidy', 'Ben Cardinal', 'Leon Pownall', 'Peg Phillips', 'Wes Tritter', 'Heather Lea MacCallum', 'Shaun Johnston', 'Daniel Libman', 'Elizabeth Olsen', 'Jacqueline Robbins', 'Joyce Robbins', 'Georgie Collins', 'Bartley Bard', 'Lorette Clow']",['Stuart Margolin'],['Jurgen Wolff'],104.0
511,Superstar: The Life and Times of Andy Warhol,1990.0,movie,"['Documentary', 'Biography']",6.9,328.0,['United States'],['English'],"['John Warhola', 'Viva', 'Dennis Hopper', 'Roy Lichtenstein', 'Henry Geldzahler', 'Gerard Malanga', 'David Hockney', 'Fran Lebowitz', 'Ultra Violet', 'Taylor Mead', 'Shelley Winters', 'Liza Minnelli', 'Joan Agajanian Quinn', 'Jean Michel Basquiat', 'Irving Blum', 'Stephen Bruce', 'Leo Castelli', 'Bob Colacello', 'John Coplans', 'Candy Darling', 'Ron Feldman', 'Victor Hugo', 'Grace Jones', 'Sally Kirkland', 'Ivan Korp', 'Hilton Kramer', 'Mrs. Fred Leighton', 'Benjamin Liu', 'Christopher Makos', 'Jonas Mekas', 'Sylvia Miles', 'Fritzie Miller', 'Paul Morrissey', 'Peter Noone', 'Philip Pearlstein', 'Lou Reed', 'Edie Sedgwick', 'Bobby Short', 'Valerie Solanas', 'Andy Warhol', 'Paul Warhola', 'Tom Wolfe', 'Holly Woodlawn', 'Jim Bakker', 'Tammy Faye Bakker', 'George Bush', 'Cher', 'Bob Dylan', 'Dwight D. Eisenhower', 'Robin Givens', 'Bernhard Goetz', 'Mikhail Gorbachev', 'Halston', 'John F. Kennedy', 'Ayatollah Khomeini', 'Carl Lewis', 'Oliver North', 'Yoko Ono', 'Nancy Reagan', 'Ronald Reagan', 'Steve Rubell', 'Jimmy Swaggart', 'Donald Trump', 'Mike Tyson']",['Chuck Workman'],['Chuck Workman'],87.0
512,Jodi No. 1,2001.0,movie,"['Comedy', 'Romance']",5.8,2370.0,['India'],['Hindi'],"['Sanjay Dutt', 'Govinda', 'Twinkle Khanna', 'Monica Bedi', 'Anupam Kher', 'Ashish Vidyarthi', 'Mukesh Rishi', 'Sayaji Shinde', 'Shakti Kapoor', 'Hans Raj Hans', 'Supriya Karnik', 'Pooja Batra', 'Rajat Bedi', 'Aashif Sheikh', 'Ajit Vachani', 'Anil Dhawan', 'Ashok Saraf', 'Tiku Talsania', 'Pramod Moutho', 'Mushtaq Khan', 'Avtar Gill', 'Sanjay Narvekar', 'Shashi Kiran', 'Sanjeev Siddharth', 'Himani Shivpuri', 'Kannu Gill', 'Master Rushabh Sheth', 'Aditi Desai', 'Siddharth Laddha', 'Henari Shah', 'Arjun', 'Shivaji Satam', 'Babbanlal Yadav']",['David Dhawan'],"['Rumi Jaffery', 'Imtiaz Patel', 'Yunus Sajawal']",91.0
513,Confessions of an American Bride,2005.0,tv movie,"['Comedy', 'Romance']",4.9,1117.0,['United States'],['English'],"['Shannon Elizabeth', 'Eddie McClintock', 'Alan Van Sprang', 'Carolyn Scott', 'Carolyn Dunn', 'Reagan Pasternak', 'Mark Melymick', 'Howard Jerome', 'Clive Walton', 'Amy Rutherford', 'Vladimir Jon Cubrt', 'Geoff Stults', 'Melyssa Ade', 'Alex Appel', 'David Eisner', 'Chris Gillett', 'Kathy Maloney', 'Clara Marshall', 'Roz Michaels', 'Jocelyn Snowdon', 'David Sparrow', 'Jeanette Tyzer', 'Wyomi Reed', 'Kennedy McGuckian', 'Tim Progosh', 'Rob Westgate']",['Douglas Barr'],"['Edward Kitsis', 'Adam Horowitz']",90.0
514,Travelers and Magicians,2003.0,movie,"['Adventure', 'Drama']",7.4,2187.0,"['Australia', 'Bhutan', 'United Kingdom']",['Dzongkha'],"['Tshewang Dendup', 'Gup Kado Duba', 'Dasho Kado', 'Sonam Lhamo', 'Lhakpa Dorji', 'Pemba Tshering', 'Mani Dorji', 'Deki Yangzom', 'Sonam Kinga', 'Nim Gyeltshen', 'Nobu', 'Pemba', 'Nim Tashi', 'Pem Dorji', 'Wangchuk', 'Tshering Dorji', 'Gurula', 'Phub Wandi', 'Sonam Choepel', 'Phunstsho Domia', 'Dasho Yeshi Droji', 'Villagers of Chendebaji', 'Tshering Yangchen', 'Ap Dochu', 'Kezang Norbu', 'Sonam Dorji', 'Samdrup Dorji', 'Ugyen Tshomo', 'Dechen Dorjee', 'Dasho Adab Sangye', 'Neten Chokling', 'Lungten', 'Karma Sherub', 'Jigme Wangchuk', 'Pema Wangchuck', 'Ugyen Wangchuk', 'Apa Mindu', 'Mangi Ap Norbu', 'Tadin Norbu', 'Goley Dorji', 'Kinley Zam', 'Sumda', 'Thinley Gyem', 'Phub Dorji', 'Kinzang Dem', 'Phub Sangye', 'Chhmi Dem', 'Chhokey Lham', 'Wangchu Norbu', 'Thinley Wangmo', 'Gyem Tenzin', 'Gaymo', 'Chhimey Zangmo', 'Tandin Zangmo', 'Sangay Lhamo', 'Phub Rinzin', 'Dorji Pem', 'Sumcho', 'Thinley Gap', 'Sawang Budha', 'Chogye Sithup', 'Tenzing Lham', 'Kinlem', 'Kencho Wangmo', 'Lemo', 'Dorji Budha', 'Tshering Wangmo', 'Rinzinia', 'Nim Buthri', 'Dophu Tashi', 'Nimchu', 'Pasang Gyem', 'Kinzang Wanchuk', 'Sum Budha', 'Thinley Dem', 'Phub Gyem', 'Phudro Dem', 'Phub Dem', 'Sithar Om', 'Tashim', 'Ugyen Dorji', 'Khandu Wangmo', 'Gangchu', 'Pazo', 'Sonam', 'Nedu Cham', 'Tenzin Wangmo', 'Dasho Bato Karp', 'Karma Yangki', 'Namgay Dorjee', 'Kelzang Lhadon', 'Aum Daw Gyem', 'Tendi Zangmo', 'Aum Chenzom', 'Lungtaen Gyatso', 'Lama Yeshi Dendup', 'Lopen Donpon', 'Tsampa Wangchuk', 'Tsampa Tshering Phuntsho', 'Pelden Dorji', 'Tenzin Thinley', 'Gomchen Penjore', 'Sanga Budha', 'Sumcho Budha', 'Lam Dawup', 'Phuchu Dem', 'Jigme Drukpa', 'Gyemo', 'Karma', 'Choki Lahm', 'Tshoki Lham', 'Sonam Norbu', 'Tandin Norbu', 'Wandchuk Norbu', 'Khandu Om', 'Pelzang', 'Sithay Pern', 'Ugyen Pern', 'Phub Thinley', 'Kezang Wangmo', 'Kinzang Wangmo', 'Sangay Wangmo', 'Taza Wangmo', 'Chhimi Zam', 'Dorji Zam', 'Norbu Zangmo']",['Khyentse Norbu'],['Khyentse Norbu'],114.0
515,Adored: Diary of a Porn Star,2003.0,movie,"['Drama', 'Romance']",5.8,406.0,['Italy'],"['Italian', 'English', 'French']","['Luigi Diberti', ""Francesca d'Aloja"", 'Claudio Vanni', 'Alessandra Acciai', 'Rosalinda Celentano', 'Erika Blanc', 'Urbano Barberini', 'Marco Filiberti', 'Edoardo Minciotti', 'Daniele Macavini', 'Gabriele Mainetti', 'Bruno Cariello', 'Massimiliano Delgado', 'Giuseppe Gravante', 'Adriano Evangelisti', 'Ivan Lucarelli', 'Lombardo Fornara', 'Daniela Allegra', 'Marco Prosperi', 'Massimo Tellini', 'Osvaldo Alzari', 'Gemma Andreini', 'Daniela Fini', 'Erica Nagel', 'Roberto Niero', 'Vincenzo Preziosa', 'Enzo Storico', 'Lynn Swanson', 'Sonia Grandis', 'Carlo Morandi', 'Matilde De Sanctis', 'Andrea Gilardoni', 'Alessandro Mistichelli', 'Alessandra Filiberti', 'Alessandro Tonnini', 'Daniele Agnesi', 'Nicholas Hanna', 'Gaia Palma', 'Noah Candeli', 'Marcella Libonati', 'Gemma Marigliani', 'Marco Fisichella', 'Alessio Montaldo', 'Simone Montaldo', 'Mariella Minciotti', 'Sara Avellini', 'Adolfo Tiziano Carulli', 'Wladimiro Falcone', 'Eleonora Giustozzi', 'Tiziano Moroni', 'Luca Piacente', 'Alberto Alemanno', 'Giuliana Calandra', 'Cosimo Cinieri', 'Caterina Guzzanti', 'Franco Oppini']",['Marco Filiberti'],['Marco Filiberti'],24.0
516,Tom and Jerry: The Magic Ring,2001.0,video movie,"['Animation', 'Action', 'Comedy', 'Family', 'Fantasy']",6.4,3007.0,['United States'],['English'],"['Jeff Bennett', 'Frank Welker', 'Charlie Schlatter', 'Jim Cummings', 'Maile Flanagan', 'Jess Harnell', 'Maurice LaMarche', 'Tress MacNeille', 'Tara Strong', 'Billy West', 'Jack Angel', 'Bill Farmer']",['James T. Walker'],"['William Hanna', 'Joseph Barbera', 'Tim Cahill']",883.0
517,The Young Black Stallion,2003.0,movie,"['Adventure', 'Family', 'Drama']",5.6,1136.0,['United States'],['English'],"['Richard Romanus', 'Biana Tamimi', 'Patrick Elyas', 'Gérard Rudolf', 'Ali Al Ameri', 'André Rossouw', 'Pavan Kumar N R', 'Adil Abdelwahab', 'Eric Grucza', 'Ike Ogut']",['Simon Wincer'],"['Walter Farley', 'Steven Farley', 'Jeanne Rosenberg']",118.0
